Player,Team,Team within selected timeframe,Position,Age,Matches played,Minutes played,Goals,xG,Assists,xA,Duels per 90,"Duels won, %",Birth country,Passport country,Height,Weight,Successful defensive actions per 90,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",Sliding tackles per 90,PAdj Sliding tackles,Shots blocked per 90,Interceptions per 90,PAdj Interceptions,Fouls per 90,Yellow cards,Yellow cards per 90,Red cards,Red cards per 90,Successful attacking actions per 90,Goals per 90,Non-penalty goals,Non-penalty goals per 90,xG per 90,Head goals,Head goals per 90,Shots,Shots per 90,"Shots on target, %","Goal conversion, %",Assists per 90,Crosses per 90,"Accurate crosses, %",Dribbles per 90,"Successful dribbles, %",Offensive duels per 90,"Offensive duels won, %",Touches in box per 90,Progressive runs per 90,Accelerations per 90,Fouls suffered per 90,Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",Back passes per 90,"Accurate back passes, %",Lateral passes per 90,"Accurate lateral passes, %",Long passes per 90,"Accurate long passes, %","Average pass length, m","Average long pass length, m",xA per 90,Shot assists per 90,Second assists per 90,Third assists per 90,Smart passes per 90,"Accurate smart passes, %",Key passes per 90,Passes to final third per 90,"Accurate passes to final third, %",Passes to penalty area per 90,"Accurate passes to penalty area, %",Through passes per 90,"Accurate through passes, %",Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,"Accurate progressive passes, %",country_league
Alejandra Bernabe,Eibar,Eibar,"LB, RB",20,14,524,0,0.04,0,0,,,Spain,Spain,0,0,,,,,,,0,,,5.14,,1,0.17,0,0,,0,0,,,0,,1,,,0,,,,,,,,,,,,,,,,,,,,,,15.1,8.97,,,,,,,,,,,,,,,,,,Spain 202122
Lauren,Madrid CF,Madrid CF,"RCB, RB",19,8,523,0,0.38,0,0.25,,,Brazil,Brazil,177,0,,,,,,,0,,,11.64,,0,0,0,0,,0,0,,,0,,1,,,0,,,,,,,,,,,,,,,,,,,,,,23.72,34.95,,,,,,,,,,,,,,,,,,Spain 202122
Blanca,Santa Teresa,Santa Teresa,RCMF,24,9,522,0,0,0,0,,,Spain,Spain,170,58,,,,,,,0,,,6.92,,2,0.34,0,0,,0,0,,,0,,1,,,0,,,,,,,,,,,,,,,,,,,,,,16.89,34.81,,,,,,,,,,,,,,,,,,Spain 202122
G. Kazadi,Sevilla,Sevilla,"RB, LB",21,9,513,0,0.22,1,0.52,,,France,France,0,0,,,,,,,0.57,,,2.83,,2,0.35,0,0,,0,0,,,0,,1,,,0,,,,,,,,,,,,,,,,,,,,,,20.35,20.52,,,,,,,,,,,,,,,,,,Spain 202122
Nekane,Athletic Club,Athletic Club,"AMF, LCMF, CF",30,12,505,1,0.3,3,0.48,,,Spain,Spain,168,54,,,,,,,0.48,,,3.33,,0,0,0,0,,0.18,1,,,0,,5,,,20,,,,,,,,,,,,,,,,,,,,,,16.17,24.57,,,,,,,,,,,,,,,,,,Spain 202122
Nerea Gantxegi,Eibar,Eibar,"LCB, CB",27,12,499,1,0,0,0,,,Spain,Spain,0,0,,,,,,,0,,,13.27,,1,0.18,0,0,,0.18,0,,,0,,0,,,0,,,,,,,,,,,,,,,,,,,,,,20.65,30.11,,,,,,,,,,,,,,,,,,Spain 202122
A. Zafra,Atletico Madrid,Atletico Madrid,LCMF,18,9,498,0,0,0,0,,,Spain,Spain,0,0,,,,,,,1.15,,,2.31,,1,0.18,0,0,,0,0,,,0,,0,,,0,,,,,,,,,,,,,,,,,,,,,,15.08,0,,,,,,,,,,,,,,,,,,Spain 202122
N. Muth,Eibar,Eibar,"LDMF, LCB, LB",23,7,497,0,0,0,0,,,United States,United States,0,0,,,,,,,1.11,,,3.89,,2,0.36,0,0,,0,0,,,0,,0,,,0,,,,,,,,,,,,,,,,,,,,,,18.54,41.16,,,,,,,,,,,,,,,,,,Spain 202122
Cecilia Marcos,Real Sociedad,Real Sociedad,"LW, LWF",20,10,491,1,0.68,0,0.85,,,Spain,Spain,0,0,,,,,,,0,,,3.37,,0,0,0,0,,0.18,1,,,0,,5,,,20,,,,,,,,,,,,,,,,,,,,,,15.17,21.16,,,,,,,,,,,,,,,,,,Spain 202122
Carla,Rayo Vallecano,Rayo Vallecano,"CF, RWF, LW",22,14,490,1,0.95,1,0.15,,,Spain,Spain,161,59,,,,,,,0.48,,,1.45,,0,0,0,0,,0.18,0,,,0,,9,,,11.111,,,,,,,,,,,,,,,,,,,,,,25.33,21.8,,,,,,,,,,,,,,,,,,Spain 202122
Valeria,SL Benfica,SL Benfica,"RW, CF, RAMF",23,7,478,0,0.73,0,0.05,,,Brazil,Brazil,0,0,,,,,,,0,,,3.81,,1,0.19,0,0,,0,0,,,0,,5,,,0,,,,,,,,,,,,,,,,,,,,,,16.09,24.13,,,,,,,,,,,,,,,,,,Spain 202122
K. Hamraoui,PSG,PSG,"DMF, RCMF, LCMF",32,8,472,0,0.87,0,0,,,France,France,178,66,,,,,,,1.09,,,7.64,,1,0.19,0,0,,0,0,,,0,,8,,,0,,,,,,,,,,,,,,,,,,,,,,19.87,41.98,,,,,,,,,,,,,,,,,,Spain 202122
Montse Quesada,Espanyol,Espanyol,GK,20,5,471,0,0,0,0.39,,,Spain,Spain,0,0,,,,,,,0,,,3,,0,0,0,0,,0,0,,,0,,0,,,0,,,,,,,,,,,,,,,,,,,,,,35.35,45.88,,,,,,,,,,,,,,,,,,Spain 202122
Young-Ju Lee,Madrid CF,Madrid CF,"RCMF, LCMF, RDMF",29,5,469,0,0.5,0,0,,,Korea Republic,Korea Republic,162,0,,,,,,,0.87,,,6.35,,0,0,0,0,,0,0,,,0,,3,,,0,,,,,,,,,,,,,,,,,,,,,,20.56,34.64,,,,,,,,,,,,,,,,,,Spain 202122
D. Hayden,Rayo Vallecano,Rayo Vallecano,RB,23,10,464,0,0,0,0,,,United States,United States,0,0,,,,,,,0,,,5.22,,1,0.19,0,0,,0,0,,,0,,0,,,0,,,,,,,,,,,,,,,,,,,,,,20.65,38.06,,,,,,,,,,,,,,,,,,Spain 202122
R. Babajide,Real Betis,Real Betis,"LW, RW, CF",23,8,458,2,0.9,0,0.06,,,England,England,0,0,,,,,,,0.3,,,5.35,,0,0,0,0,,0.39,1,,,0,,7,,,14.286,,,,,,,,,,,,,,,,,,,,,,14.86,23.52,,,,,,,,,,,,,,,,,,Spain 202122
Gaste,Deportivo Alavés,Deportivo Alavés,RB,28,6,450,0,0.07,0,0.34,,,Spain,Spain,161,49,,,,,,,0.48,,,5.81,,1,0.2,0,0,,0,0,,,0,,1,,,0,,,,,,,,,,,,,,,,,,,,,,14.21,30.43,,,,,,,,,,,,,,,,,,Spain 202122
E. Dolan,Sporting de Huelva,Sporting de Huelva,,27,5,450,0,0,0,0,,,United States,United States,0,0,,,,,,,0,,,0,,1,0.2,0,0,,0,0,,,0,,0,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,Spain 202122
Macarena Portales,Inter Women,Inter Women,"LW, RW",23,8,449,1,0,0,0.24,,,Spain,Spain,0,0,,,,,,,0,,,5.17,,0,0,0,0,,0.2,0,,,0,,0,,,0,,,,,,,,,,,,,,,,,,,,,,15.31,15.39,,,,,,,,,,,,,,,,,,Spain 202122
M. Szymanowski,Espanyol,Espanyol,"CF, RAMF, RCMF",31,6,448,4,1.27,0,0.4,,,Argentina,Argentina,162,51,,,,,,,2.45,,,3.37,,1,0.2,0,0,,0.8,2,,,0,,9,,,22.222,,,,,,,,,,,,,,,,,,,,,,17.08,35.9,,,,,,,,,,,,,,,,,,Spain 202122
L. Lundin,Soyaux,Soyaux,CF,23,9,446,1,0.97,0,0.26,,,Sweden,Sweden,0,0,,,,,,,0.57,,,0.57,,1,0.2,0,0,,0.2,1,,,0,,4,,,25,,,,,,,,,,,,,,,,,,,,,,13.65,15.27,,,,,,,,,,,,,,,,,,Spain 202122
R. Madsen,Madrid CF,Madrid CF,"RW, RAMF, CF",24,9,441,0,0.44,0,0.35,,,Denmark,Denmark,0,0,,,,,,,0.3,,,4.2,,1,0.2,0,0,,0,0,,,0,,4,,,0,,,,,,,,,,,,,,,,,,,,,,15.1,10.46,,,,,,,,,,,,,,,,,,Spain 202122
María Díaz,Fleury 91,Fleury 91,"RAMF, LW, RB",26,11,440,1,0.22,0,0.17,,,Spain,Spain,0,0,,,,,,,1.88,,,1.41,,0,0,0,0,,0.2,0,,,0,,5,,,0,,,,,,,,,,,,,,,,,,,,,,17.75,28.42,,,,,,,,,,,,,,,,,,Spain 202122
Alba Mellado,Santa Teresa,Santa Teresa,,30,8,433,0,0,0,0,,,Spain,Spain,0,0,,,,,,,0,,,0,,1,0.21,0,0,,0,0,,,0,,0,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,Spain 202122
Maite,Espanyol,Espanyol,RCB,34,8,430,1,0.19,0,0,,,Spain,Spain,175,62,,,,,,,0.47,,,6.56,,1,0.21,0,0,,0.21,1,,,1,,2,,,50,,,,,,,,,,,,,,,,,,,,,,24.28,34.99,,,,,,,,,,,,,,,,,,Spain 202122
Nazaret Martin,Sevilla,Sevilla,"LCB, RB",17,8,420,0,0.02,0,0,,,Spain,Spain,0,0,,,,,,,1.58,,,10.53,,1,0.21,0,0,,0,0,,,0,,1,,,0,,,,,,,,,,,,,,,,,,,,,,21.45,21.81,,,,,,,,,,,,,,,,,,Spain 202122
Jade Boho,Servette Chênois,Servette Chênois,"CF, RAMF",35,7,418,2,0.07,0,0,,,Spain,"Spain, Equatorial Guinea",0,0,,,,,,,0,,,2.9,,0,0,0,0,,0.43,0,,,0,,3,,,0,,,,,,,,,,,,,,,,,,,,,,15.04,23.27,,,,,,,,,,,,,,,,,,Spain 202122
Eva Maria,Levante,Levante,RWB,21,7,416,0,0.2,0,0.09,,,Spain,Spain,0,0,,,,,,,0,,,6,,1,0.22,0,0,,0,0,,,0,,3,,,0,,,,,,,,,,,,,,,,,,,,,,14.96,0,,,,,,,,,,,,,,,,,,Spain 202122
B. Simon,Atletico Madrid,Atletico Madrid,"RB, LB",24,10,414,0,0,0,0,,,France,France,0,0,,,,,,,0,,,3.89,,1,0.22,0,0,,0,0,,,0,,0,,,0,,,,,,,,,,,,,,,,,,,,,,19.97,30.04,,,,,,,,,,,,,,,,,,Spain 202122
Victoria,Madrid CF,Madrid CF,"AMF, LCMF, RCMF",24,8,409,0,0.11,0,0,,,Brazil,Brazil,0,0,,,,,,,0,,,2.94,,0,0,0,0,,0,0,,,0,,3,,,0,,,,,,,,,,,,,,,,,,,,,,12.97,9.17,,,,,,,,,,,,,,,,,,Spain 202122
Olga San,Valencia,Valencia,"RAMF, RW",18,14,406,1,0,0,0,,,Spain,Spain,0,0,,,,,,,0,,,3,,0,0,0,0,,0.22,0,,,0,,0,,,0,,,,,,,,,,,,,,,,,,,,,,11.01,0,,,,,,,,,,,,,,,,,,Spain 202122
A. Buhigas,Pomigliano,Pomigliano,GK,27,5,380,0,0,0,0,,,United States,United States,0,0,,,,,,,0,,,1.88,,0,,0,,,,0,,,0,,0,,,0,,,,,,,,,,,,,,,,,,,,,,38.12,46.33,,,,,,,,,,,,,,,,,,Spain 202122
Joyce,AS Roma,AS Roma,"LAMF, LW, LB",34,6,377,0,0,0,0.56,,,Brazil,Brazil,165,62,,,,,,,0,,,5.77,,1,,0,,,,0,,,0,,0,,,0,,,,,,,,,,,,,,,,,,,,,,19.28,39.24,,,,,,,,,,,,,,,,,,Spain 202122
K. Dossey,Espanyol,Espanyol,GK,25,4,376,0,0,0,0,,,United States,United States,0,0,,,,,,,0,,,4.21,,1,,0,,,,0,,,0,,0,,,0,,,,,,,,,,,,,,,,,,,,,,33.82,48.69,,,,,,,,,,,,,,,,,,Spain 202122
Andrea Falcón,Levante,Levante,"LWB, CF, LAMF",25,9,373,1,0.01,1,0.15,,,Spain,Spain,0,0,,,,,,,0,,,0,,0,,0,,,,0,,,0,,1,,,0,,,,,,,,,,,,,,,,,,,,,,16.91,0,,,,,,,,,,,,,,,,,,Spain 202122
Natalia Expósito,Madrid CF,Madrid CF,GK,24,5,372,0,0,0,0,,,Spain,Spain,0,0,,,,,,,0,,,2.63,,0,,0,,,,0,,,0,,0,,,0,,,,,,,,,,,,,,,,,,,,,,25.83,44.07,,,,,,,,,,,,,,,,,,Spain 202122
J. Simpson,UDG Tenerife Sur,UDG Tenerife Sur,RCB,27,8,369,0,0.05,0,0,,,United States,United States,170,62,,,,,,,0,,,6.12,,3,,0,,,,0,,,0,,1,,,0,,,,,,,,,,,,,,,,,,,,,,20.37,18.84,,,,,,,,,,,,,,,,,,Spain 202122
T. Duggan,Everton,Everton,"LAMF, AMF",30,7,358,0,0.61,0,0,,,England,England,167,0,,,,,,,0,,,9,,0,,0,,,,0,,,0,,6,,,0,,,,,,,,,,,,,,,,,,,,,,13.99,15.61,,,,,,,,,,,,,,,,,,Spain 202122
J. Tavlo-Petersson,Brøndby,Brøndby,"DMF, LDMF",32,5,357,0,0,0,0,,,Denmark,Denmark,0,0,,,,,,,0,,,7.08,,1,,0,,,,0,,,0,,0,,,0,,,,,,,,,,,,,,,,,,,,,,22.54,36.57,,,,,,,,,,,,,,,,,,Spain 202122
Mariana Cerro,Athletic Club,Athletic Club,"RCMF, AMF, RDMF",21,11,350,0,0.13,0,0,,,Spain,Spain,0,0,,,,,,,0,,,4.29,,0,,0,,,,0,,,0,,3,,,0,,,,,,,,,,,,,,,,,,,,,,13.43,11.71,,,,,,,,,,,,,,,,,,Spain 202122
Ariadna,Santa Teresa,Santa Teresa,,23,5,349,0,0,0,0,,,Spain,Spain,0,0,,,,,,,0,,,0,,0,,0,,,,0,,,0,,0,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,Spain 202122
Inés,Logroño,Logroño,LCB,27,4,348,0,0,0,0,,,Spain,Spain,180,69,,,,,,,1.17,,,8.57,,1,,1,,,,0,,,0,,0,,,0,,,,,,,,,,,,,,,,,,,,,,24.32,39.38,,,,,,,,,,,,,,,,,,Spain 202122
A. Guagni,AC Milan,AC Milan,RB,34,6,344,0,0,0,0.14,,,Italy,Italy,168,66,,,,,,,0,,,6.21,,0,,0,,,,0,,,0,,0,,,0,,,,,,,,,,,,,,,,,,,,,,22.47,42.72,,,,,,,,,,,,,,,,,,Spain 202122
Mar Torrás,Eibar,Eibar,"DMF, CF",25,9,336,0,0.13,0,0.35,,,Spain,Spain,0,0,,,,,,,0.65,,,3.91,,1,,0,,,,0,,,0,,2,,,0,,,,,,,,,,,,,,,,,,,,,,23.47,21.03,,,,,,,,,,,,,,,,,,Spain 202122
Leyre Monente,Athletic Club,Athletic Club,LCMF,22,7,335,0,0.15,1,0.46,,,Spain,Spain,0,0,,,,,,,0,,,3.75,,0,,0,,,,0,,,0,,2,,,0,,,,,,,,,,,,,,,,,,,,,,18.18,12.9,,,,,,,,,,,,,,,,,,Spain 202122
Clara Pinedo,Athletic Club,Athletic Club,"RDMF, AMF",18,7,333,1,0.21,0,0.2,,,Spain,Spain,0,0,,,,,,,0,,,2.79,,0,,0,,,,0,,,0,,3,,,0,,,,,,,,,,,,,,,,,,,,,,14.2,10.53,,,,,,,,,,,,,,,,,,Spain 202122
B. Goad,UDG Tenerife Sur,UDG Tenerife Sur,"LW, RB, LWF",24,16,332,1,0,0,0,,,Australia,Australia,0,0,,,,,,,0,,,1.03,,0,,0,,,,0,,,0,,0,,,0,,,,,,,,,,,,,,,,,,,,,,19.69,11.75,,,,,,,,,,,,,,,,,,Spain 202122
S. Fishley,Logroño,Logroño,,28,6,330,0,0,0,0,,,Iceland,Iceland,0,0,,,,,,,0,,,0,,1,,0,,,,0,,,0,,0,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,Spain 202122
C. Lordemann,,Santa Teresa,LCMF,23,7,325,0,0,0,0,,,United States,United States,0,0,,,,,,,0,,,10,,0,,0,,,,0,,,0,,0,,,0,,,,,,,,,,,,,,,,,,,,,,18.16,0,,,,,,,,,,,,,,,,,,Spain 202122
Irene,Espanyol,Espanyol,"RW, RB",20,8,324,0,0,0,0,,,Spain,Spain,0,0,,,,,,,0.7,,,5.58,,2,,0,,,,0,,,0,,0,,,0,,,,,,,,,,,,,,,,,,,,,,21.79,34.47,,,,,,,,,,,,,,,,,,Spain 202122
Vicky López,Madrid CF,Madrid CF,"RAMF, RCMF, LW",15,6,308,0,0.56,1,0.63,,,Spain,Spain,0,0,,,,,,,0,,,0.75,,0,,0,,,,0,,,0,,3,,,0,,,,,,,,,,,,,,,,,,,,,,13.85,10.17,,,,,,,,,,,,,,,,,,Spain 202122
L. Bedoya,Deportivo de La Coruña,Deportivo de La Coruña,"RCMF, DMF",24,5,307,0,0,0,0,,,Colombia,Colombia,0,0,,,,,,,0.91,,,7.27,,0,,0,,,,0,,,0,,0,,,0,,,,,,,,,,,,,,,,,,,,,,16.57,44.62,,,,,,,,,,,,,,,,,,Spain 202122
C. Okeke,Madrid CF,Madrid CF,,21,4,305,0,0,0,0,,,Nigeria,Nigeria,168,0,,,,,,,0,,,0,,1,,1,,,,0,,,0,,0,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,Spain 202122
Laura Moreno,Real Betis,Real Betis,"LW, RAMF, RW",21,14,301,0,0.04,0,0,,,Spain,Spain,0,0,,,,,,,0,,,4.71,,0,,0,,,,0,,,0,,1,,,0,,,,,,,,,,,,,,,,,,,,,,20.94,11.56,,,,,,,,,,,,,,,,,,Spain 202122
Nora,Espanyol,Espanyol,CF,16,5,291,0,0.69,0,0,,,Spain,Spain,0,0,,,,,,,0,,,2.44,,1,,0,,,,0,,,0,,2,,,0,,,,,,,,,,,,,,,,,,,,,,15.22,17.69,,,,,,,,,,,,,,,,,,Spain 202122
Marta Parralejo,Santa Teresa,Santa Teresa,RB,28,5,291,0,0,0,0.14,,,Spain,Spain,156,61,,,,,,,0,,,5,,1,,0,,,,0,,,0,,0,,,0,,,,,,,,,,,,,,,,,,,,,,28.21,37.26,,,,,,,,,,,,,,,,,,Spain 202122
Jana Gallego,Deportivo Alavés,Deportivo Alavés,,19,4,288,0,0,0,0,,,Spain,Spain,0,0,,,,,,,0,,,0,,0,,0,,,,0,,,0,,0,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,Spain 202122
S. Kinden Jensen,Real Sociedad,Real Sociedad,"CF, LW, RAMF",26,11,287,1,1,0,0.1,,,Norway,Norway,0,0,,,,,,,0,,,2.35,,0,,0,,,,1,,,0,,3,,,33.333,,,,,,,,,,,,,,,,,,,,,,17.55,22.95,,,,,,,,,,,,,,,,,,Spain 202122
K. Palacios,América,América,"RCMF, CF",25,8,278,0,0.27,0,0.01,,,United States,"United States, Mexico",0,0,,,,,,,1.43,,,7.14,,1,,0,,,,0,,,0,,3,,,0,,,,,,,,,,,,,,,,,,,,,,16.57,6.51,,,,,,,,,,,,,,,,,,Spain 202122
J. Karlernäs,Häcken,Häcken,"RDMF, AMF, RCMF",28,8,277,0,0.33,0,0,,,Sweden,Sweden,175,0,,,,,,,0,,,8.08,,1,,0,,,,0,,,0,,4,,,0,,,,,,,,,,,,,,,,,,,,,,17.14,30.33,,,,,,,,,,,,,,,,,,Spain 202122
V. Correa,Espanyol,Espanyol,GK,38,3,277,0,0,0,0,,,Argentina,Argentina,180,0,,,,,,,0,,,1.25,,0,,0,,,,0,,,0,,0,,,0,,,,,,,,,,,,,,,,,,,,,,45.75,48.6,,,,,,,,,,,,,,,,,,Spain 202122
Yohana Goméz,Rayo Vallecano,Rayo Vallecano,GK,28,3,277,0,0,0,0,,,Spain,Spain,0,0,,,,,,,0,,,3.16,,0,,0,,,,0,,,0,,0,,,0,,,,,,,,,,,,,,,,,,,,,,20.87,44.19,,,,,,,,,,,,,,,,,,Spain 202122
Raquel Poza,Santa Teresa,Santa Teresa,GK,23,3,276,0,0,0,0,,,Spain,Spain,0,0,,,,,,,0,,,1.13,,0,,0,,,,0,,,0,,0,,,0,,,,,,,,,,,,,,,,,,,,,,50.2,51.95,,,,,,,,,,,,,,,,,,Spain 202122
Carol Marín,Logroño,Logroño,"LCMF, RCMF, AMF",25,5,272,0,0,0,0,,,Spain,Spain,156,53,,,,,,,3.16,,,1.58,,0,,0,,,,0,,,0,,0,,,0,,,,,,,,,,,,,,,,,,,,,,19.59,14.57,,,,,,,,,,,,,,,,,,Spain 202122
Laura,Espanyol,Espanyol,"RW, CF, LAMF",29,4,271,0,0.6,0,0,,,Spain,Spain,176,60,,,,,,,0,,,3.23,,0,,0,,,,0,,,0,,7,,,0,,,,,,,,,,,,,,,,,,,,,,20.48,55.36,,,,,,,,,,,,,,,,,,Spain 202122
Patricia López,Deportivo de La Coruña,Deportivo de La Coruña,LB,21,6,271,0,0,0,0,,,Spain,Spain,0,0,,,,,,,1.71,,,6.86,,0,,0,,,,0,,,0,,0,,,0,,,,,,,,,,,,,,,,,,,,,,11.98,0,,,,,,,,,,,,,,,,,,Spain 202122
N. Cáceres,UDG Tenerife Sur,UDG Tenerife Sur,GK,22,3,270,0,0,0,0,,,Venezuela,Venezuela,0,0,,,,,,,0,,,2.5,,0,,0,,,,0,,,0,,0,,,0,,,,,,,,,,,,,,,,,,,,,,31.44,44.78,,,,,,,,,,,,,,,,,,Spain 202122
N. Vilakazi,Logroño,Logroño,,33,3,270,0,0,0,0,,,South Africa,South Africa,160,0,,,,,,,0,,,0,,0,,0,,,,0,,,0,,0,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,Spain 202122
M. Segarra,Levante,Levante,,20,3,270,0,0,0,0,,,Spain,Spain,0,0,,,,,,,0,,,0,,0,,0,,,,0,,,0,,0,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,Spain 202122
K. Zophia Adamek,Vittsjö,Vittsjö,"LW, RW, LWF",27,9,270,0,0.23,0,0,,,Canada,Canada,0,0,,,,,,,0,,,2.73,,0,,0,,,,0,,,0,,1,,,0,,,,,,,,,,,,,,,,,,,,,,15.29,18.04,,,,,,,,,,,,,,,,,,Spain 202122
Jenni Morilla,,Sporting de Huelva,CF,33,7,266,3,0.53,0,0,,,Spain,Spain,175,66,,,,,,,0,,,3.43,,0,,0,,,,1,,,0,,3,,,33.333,,,,,,,,,,,,,,,,,,,,,,21.09,0,,,,,,,,,,,,,,,,,,Spain 202122
A. Nchout,Inter Women,Inter Women,CF,29,7,258,0,0.63,0,0.21,,,Cameroon,Cameroon,172,55,,,,,,,0,,,0.88,,0,,0,,,,0,,,0,,4,,,0,,,,,,,,,,,,,,,,,,,,,,13.18,22.82,,,,,,,,,,,,,,,,,,Spain 202122
Cristina Librán,Madrid CF,Madrid CF,"AMF, LCMF",,5,249,1,0.27,0,0,,,Spain,Spain,0,0,,,,,,,0,,,4.17,,0,,0,,,,1,,,1,,2,,,50,,,,,,,,,,,,,,,,,,,,,,16.45,23.49,,,,,,,,,,,,,,,,,,Spain 202122
Paola Gutierrez,Madrid CF,Madrid CF,"LW, AMF",21,7,244,0,0,0,0,,,Spain,Spain,0,0,,,,,,,0,,,7.5,,1,,0,,,,0,,,0,,0,,,0,,,,,,,,,,,,,,,,,,,,,,14.48,0,,,,,,,,,,,,,,,,,,Spain 202122
A. Edgren,Sporting de Huelva,Sporting de Huelva,,28,4,243,1,0,0,0,,,Sweden,Sweden,179,62,,,,,,,0,,,0,,0,,0,,,,0,,,0,,0,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,Spain 202122
Elena Julve,Espanyol,Espanyol,"RW, RAMF",21,5,241,0,0.14,0,0.24,,,Spain,Spain,0,0,,,,,,,2.9,,,3.87,,0,,0,,,,0,,,0,,2,,,0,,,,,,,,,,,,,,,,,,,,,,17.88,0,,,,,,,,,,,,,,,,,,Spain 202122
M. De Jongh,Madrid CF,Madrid CF,"LAMF, LCMF, RCMF",24,5,241,0,0.9,1,1.1,,,Sweden,Sweden,0,0,,,,,,,0,,,9,,0,,0,,,,0,,,0,,5,,,0,,,,,,,,,,,,,,,,,,,,,,15.55,0,,,,,,,,,,,,,,,,,,Spain 202122
Lucía Gómez,Levante,Levante,"RW, RWB",25,7,235,0,0,0,0.51,,,Spain,Spain,156,60,,,,,,,0,,,7.2,,0,,0,,,,0,,,0,,0,,,0,,,,,,,,,,,,,,,,,,,,,,10.78,10.06,,,,,,,,,,,,,,,,,,Spain 202122
S. Nasello,UDG Tenerife Sur,UDG Tenerife Sur,"CF, LCMF, AMF",,6,234,1,0.41,0,0.48,,,United States,United States,162,0,,,,,,,0,,,5.71,,0,,0,,,,1,,,0,,3,,,33.333,,,,,,,,,,,,,,,,,,,,,,25.98,9.92,,,,,,,,,,,,,,,,,,Spain 202122
Vera Rico,Villarreal,Villarreal,"CF, RW, LWF",17,11,233,0,0.39,0,0.02,,,Spain,Spain,0,0,,,,,,,1.4,,,2.09,,0,,0,,,,0,,,0,,3,,,0,,,,,,,,,,,,,,,,,,,,,,16.55,7.84,,,,,,,,,,,,,,,,,,Spain 202122
L. Bravo,Pachuca,Pachuca,,30,5,233,1,0,0,0,,,Argentina,Argentina,163,0,,,,,,,0,,,0,,1,,0,,,,0,,,0,,0,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,Spain 202122
Mariana Díaz Leal,Querétaro,Querétaro,CF,31,7,226,0,0,0,0,,,Mexico,Mexico,170,60,,,,,,,0,,,0,,0,,0,,,,0,,,0,,0,,,0,,,,,,,,,,,,,,,,,,,,,,16.55,0,,,,,,,,,,,,,,,,,,Spain 202122
Ona,Barcelona,Barcelona,RWF,17,6,226,1,0.56,0,0.06,,,Spain,Spain,0,0,,,,,,,0,,,11.35,,0,,0,,,,1,,,0,,2,,,50,,,,,,,,,,,,,,,,,,,,,,13.45,0,,,,,,,,,,,,,,,,,,Spain 202122
Érika,Levante,Levante,RCMF,17,6,222,1,0,0,0.07,,,Spain,Spain,0,0,,,,,,,0,,,2.86,,0,,0,,,,0,,,0,,0,,,0,,,,,,,,,,,,,,,,,,,,,,18.18,44.01,,,,,,,,,,,,,,,,,,Spain 202122
Claudia Iglesias,Atletico Madrid,Atletico Madrid,"LDMF, LCMF",18,12,220,0,0,0,0,,,Spain,Spain,0,0,,,,,,,0,,,0,,1,,0,,,,0,,,0,,0,,,0,,,,,,,,,,,,,,,,,,,,,,6.71,8.03,,,,,,,,,,,,,,,,,,Spain 202122
Lais Araujo,Madrid CF,Madrid CF,"LAMF, LCMF, LW",25,10,219,0,0.01,0,0.12,,,Brazil,Brazil,0,0,,,,,,,0,,,7.94,,0,,0,,,,0,,,0,,1,,,0,,,,,,,,,,,,,,,,,,,,,,18.27,33.24,,,,,,,,,,,,,,,,,,Spain 202122
Sheyla Andrino,Madrid CF,Madrid CF,LB,22,4,215,0,0,0,0,,,Spain,Spain,0,0,,,,,,,0,,,5.63,,0,,0,,,,0,,,0,,0,,,0,,,,,,,,,,,,,,,,,,,,,,16.5,0,,,,,,,,,,,,,,,,,,Spain 202122
Sandra Bernal,Sporting de Huelva,Sporting de Huelva,RW,29,5,215,0,0,0,0,,,Spain,Spain,153,65,,,,,,,0,,,0,,1,,0,,,,0,,,0,,0,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,Spain 202122
K. Thompson,London City Lionesses,London City Lionesses,"LW, LB",21,5,214,0,0,0,0,,,Bermuda,Bermuda,0,0,,,,,,,0,,,0,,0,,0,,,,0,,,0,,0,,,0,,,,,,,,,,,,,,,,,,,,,,36.02,45.66,,,,,,,,,,,,,,,,,,Spain 202122
